FinelineNumber,FinelineNumber_3,FinelineNumber_4,FinelineNumber_5,FinelineNumber_6,FinelineNumber_7,FinelineNumber_8,FinelineNumber_9,FinelineNumber_12,FinelineNumber_14,FinelineNumber_15,FinelineNumber_18,FinelineNumber_19,FinelineNumber_20,FinelineNumber_21,FinelineNumber_22,FinelineNumber_23,FinelineNumber_24,FinelineNumber_25,FinelineNumber_26,FinelineNumber_27,FinelineNumber_28,FinelineNumber_29,FinelineNumber_30,FinelineNumber_31,FinelineNumber_32,FinelineNumber_33,FinelineNumber_34,FinelineNumber_35,FinelineNumber_36,FinelineNumber_37,FinelineNumber_38,FinelineNumber_39,FinelineNumber_40,FinelineNumber_41,FinelineNumber_42,FinelineNumber_43,FinelineNumber_44,FinelineNumber_999
31.0,0.00157480314961,,0.00314960629921,0.00629921259843,0.0220472440945,0.00787401574803,0.0803149606299,0.125984251969,,0.0157480314961,0.0251968503937,0.00157480314961,0.0220472440945,0.00314960629921,0.00157480314961,,0.0141732283465,0.0157480314961,0.00157480314961,0.0503937007874,0.00314960629921,0.00157480314961,,,0.0110236220472,0.00314960629921,0.00314960629921,0.00472440944882,0.0535433070866,0.051968503937,0.00472440944882,0.0992125984252,0.179527559055,0.0157480314961,0.0661417322835,0.0125984251969,0.0661417322835,0.0251968503937
32.0,,,0.666666666667,,,,,,,,,,,,,,,,,,,,,,,0.333333333333,,,,,,,,,,,,
33.0,0.010781671159,,0.00539083557951,0.00269541778976,0.00269541778976,0.234501347709,0.0161725067385,0.00269541778976,,0.161725067385,0.00539083557951,,0.00269541778976,0.00269541778976,0.00269541778976,,0.0269541778976,0.0269541778976,,0.010781671159,,0.00269541778976,0.010781671159,0.00269541778976,0.00269541778976,0.00269541778976,0.00269541778976,,0.0161725067385,0.0134770889488,0.0161725067385,0.123989218329,0.118598382749,0.00539083557951,0.0404312668464,0.0269541778976,0.0458221024259,0.0539083557951
34.0,,,,,,,0.0545454545455,,,0.0181818181818,,,,,,,0.0909090909091,,0.290909090909,,,,0.0181818181818,0.0545454545455,,0.0545454545455,,,,0.0363636363636,0.0363636363636,0.0545454545455,0.0363636363636,0.0909090909091,0.0363636363636,,0.0363636363636,0.0909090909091
35.0,,,,0.0045045045045,0.018018018018,0.0608108108108,0.027027027027,0.018018018018,,0.0225225225225,0.00225225225225,,0.0045045045045,0.0045045045045,0.0112612612613,,0.0112612612613,0.027027027027,0.0045045045045,0.00900900900901,,,0.00675675675676,0.00900900900901,0.00675675675676,0.0045045045045,0.00225225225225,0.0405405405405,0.0157657657658,0.0292792792793,0.045045045045,0.297297297297,0.222972972973,0.0112612612613,0.027027027027,0.018018018018,0.018018018018,0.0202702702703
36.0,,,,0.0093896713615,0.00469483568075,0.018779342723,0.0892018779343,,,0.107981220657,0.0234741784038,,0.0328638497653,0.00469483568075,0.0093896713615,,0.037558685446,0.0657276995305,0.00469483568075,0.00469483568075,0.00469483568075,,0.018779342723,,0.0328638497653,,,0.018779342723,0.0234741784038,0.0281690140845,0.0234741784038,0.131455399061,0.112676056338,0.00469483568075,0.093896713615,0.018779342723,0.0516431924883,0.0234741784038
37.0,,,,,0.0263157894737,0.0263157894737,0.210526315789,,,0.157894736842,,,,,,,0.0526315789474,0.0526315789474,,,,,,0.0263157894737,,,,,,0.0526315789474,,0.0263157894737,0.131578947368,,0.0263157894737,,0.0526315789474,0.157894736842
38.0,,,,0.0147058823529,,0.161764705882,0.0441176470588,,,0.0735294117647,,,0.0147058823529,,,,0.0147058823529,0.0441176470588,,0.0147058823529,,,0.0735294117647,,0.0147058823529,,,0.0441176470588,0.0147058823529,0.0147058823529,0.0147058823529,0.0882352941176,0.117647058824,0.0294117647059,0.0441176470588,,0.102941176471,0.0588235294118
39.0,,,0.00847457627119,,0.00847457627119,0.0677966101695,0.0338983050847,,,0.135593220339,,,,0.00847457627119,,,0.0338983050847,0.00847457627119,,,,,0.0254237288136,,,,,0.0423728813559,0.00847457627119,0.00847457627119,0.0338983050847,0.177966101695,0.271186440678,,0.0423728813559,,0.0423728813559,0.0423728813559
40.0,,,,,,,,0.230769230769,,,,,,,,,0.0769230769231,,,0.192307692308,,,0.0384615384615,,,,0.0384615384615,,,,,0.0769230769231,0.192307692308,,0.0769230769231,,0.0769230769231,
41.0,,,,,,,0.111111111111,0.0277777777778,,,,,,,,,0.0555555555556,0.111111111111,,,,,0.166666666667,,0.0555555555556,,,,,0.0277777777778,0.0277777777778,0.0833333333333,0.111111111111,,0.111111111111,,0.111111111111,
42.0,,,,,,,0.227272727273,,,,,,,,,,0.0909090909091,,,,,,,0.0454545454545,,,,,0.0454545454545,0.0454545454545,,0.136363636364,0.0454545454545,0.0454545454545,0.0454545454545,,0.0454545454545,0.227272727273
43.0,,0.00591715976331,0.00591715976331,0.00591715976331,0.00591715976331,0.094674556213,0.0118343195266,,,0.12426035503,0.00591715976331,,0.00591715976331,,,,0.00591715976331,0.0355029585799,,,,,0.0177514792899,0.0118343195266,0.00591715976331,,,0.0295857988166,,0.0769230769231,0.0236686390533,0.171597633136,0.230769230769,0.00591715976331,0.0118343195266,0.0295857988166,0.0591715976331,0.0177514792899
44.0,,,0.036,,0.028,0.04,0.004,,,0.016,,,,,,,0.016,0.008,,0.012,,,0.004,,,0.008,,0.08,0.016,0.032,0.02,0.184,0.38,0.004,0.012,0.016,0.056,0.028
45.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
46.0,,,0.0227272727273,,,0.0909090909091,0.0227272727273,,,0.0227272727273,,,,0.0227272727273,0.0227272727273,,,0.0454545454545,,,,,,,,0.0227272727273,,0.0227272727273,0.431818181818,,,0.0681818181818,0.136363636364,,0.0454545454545,,0.0227272727273,
47.0,0.0192307692308,,0.0384615384615,,,0.0192307692308,0.25,,,0.192307692308,,,,0.0384615384615,0.0192307692308,,0.0192307692308,0.0192307692308,,0.0192307692308,,,,,,,,,0.0192307692308,,0.0384615384615,0.153846153846,0.0576923076923,,0.0961538461538,,,
50.0,0.00380228136882,,0.0114068441065,0.00380228136882,0.0114068441065,,0.0532319391635,0.136882129278,,0.00760456273764,0.00380228136882,,,,,,0.0152091254753,0.106463878327,0.00380228136882,0.0532319391635,0.00380228136882,,,,0.136882129278,,,0.00380228136882,0.00380228136882,0.0190114068441,0.0114068441065,0.0380228136882,0.155893536122,0.0114068441065,0.0950570342205,0.0228136882129,0.0722433460076,0.0152091254753
51.0,,,,,,,,,,,,,,,0.0344827586207,,0.0344827586207,0.103448275862,,,,,0.0344827586207,,0.103448275862,,,,0.206896551724,,,0.137931034483,0.103448275862,,0.0689655172414,,0.103448275862,0.0689655172414
52.0,,,0.0106761565836,0.00355871886121,0.00355871886121,0.0213523131673,,,,0.00355871886121,0.00355871886121,,,,0.00355871886121,,0.0569395017794,0.0106761565836,0.00355871886121,,0.00355871886121,,,,0.00355871886121,0.17793594306,0.00355871886121,0.0213523131673,0.0213523131673,0.0284697508897,0.0142348754448,0.249110320285,0.29537366548,0.0106761565836,0.0142348754448,,0.0284697508897,0.00711743772242
53.0,0.00133689839572,,0.0147058823529,0.00267379679144,0.00668449197861,0.0735294117647,0.0133689839572,0.00267379679144,,0.0294117647059,0.00133689839572,0.00267379679144,0.00401069518717,0.00401069518717,0.00401069518717,,0.0307486631016,0.0882352941176,0.00133689839572,0.00802139037433,0.00133689839572,0.00133689839572,0.00401069518717,0.00133689839572,0.00802139037433,0.0187165775401,0.00133689839572,0.00802139037433,0.179144385027,0.0173796791444,0.0160427807487,0.171122994652,0.179144385027,0.0133689839572,0.0307486631016,0.00802139037433,0.0374331550802,0.0147058823529
54.0,,,,,,0.0135135135135,0.0405405405405,,,0.175675675676,,,,,,,0.0945945945946,0.0810810810811,,0.027027027027,,,0.0135135135135,,,,,,,,0.0135135135135,0.0945945945946,0.162162162162,,0.135135135135,0.0135135135135,0.0810810810811,0.0540540540541
55.0,0.00280112044818,,0.0130718954248,,0.00560224089636,0.0364145658263,0.00653594771242,0.00186741363212,,0.00186741363212,,,0.00560224089636,0.00093370681606,0.00186741363212,,0.0168067226891,0.0270774976657,0.00280112044818,0.00280112044818,0.00280112044818,0.00093370681606,0.00373482726424,0.00093370681606,0.0177404295051,0.162464985994,0.00746965452848,0.0112044817927,0.0634920634921,0.0242763772176,0.0261437908497,0.182072829132,0.289449112979,0.00560224089636,0.0233426704015,0.0093370681606,0.0326797385621,0.0102707749767
56.0,,,0.0113636363636,,0.0113636363636,0.0227272727273,0.113636363636,0.0113636363636,,0.102272727273,,,0.0113636363636,0.0227272727273,0.0113636363636,0.0113636363636,0.0340909090909,0.0113636363636,,0.0113636363636,,,,,,0.0681818181818,,,0.0454545454545,,0.0113636363636,0.125,0.159090909091,0.0113636363636,0.102272727273,0.0227272727273,0.0681818181818,
57.0,,,0.00641025641026,,,0.0384615384615,0.00641025641026,,,0.0128205128205,,,,0.00641025641026,,,0.0576923076923,0.0128205128205,0.0128205128205,0.00641025641026,0.00641025641026,,,,0.00641025641026,0.224358974359,0.00641025641026,0.00641025641026,0.0128205128205,0.00641025641026,,0.24358974359,0.282051282051,,0.0128205128205,,0.025641025641,0.00641025641026
58.0,,,,,,,0.0961538461538,,,0.173076923077,,,,,,,0.0384615384615,0.0192307692308,0.0384615384615,,,,,,0.0192307692308,,,0.0192307692308,0.0192307692308,,0.0192307692308,,0.0769230769231,,0.153846153846,,0.153846153846,0.173076923077
59.0,,,0.0112359550562,,0.0168539325843,0.0112359550562,0.00561797752809,,,0.0224719101124,,,,,0.00561797752809,,0.0393258426966,0.0280898876404,,,,,,,0.0168539325843,0.196629213483,,0.00561797752809,,0.0168539325843,0.0393258426966,0.112359550562,0.404494382022,,0.0112359550562,0.00561797752809,0.0280898876404,0.0224719101124
60.0,0.00294117647059,0.00147058823529,0.0161764705882,0.00441176470588,0.0132352941176,0.0632352941176,0.00588235294118,0.00147058823529,,0.00882352941176,0.00294117647059,,0.00735294117647,0.00147058823529,0.00147058823529,,0.0308823529412,0.0264705882353,0.00588235294118,0.00588235294118,,0.00147058823529,0.0102941176471,0.00882352941176,0.00735294117647,0.0882352941176,0.00147058823529,0.0147058823529,0.0970588235294,0.0176470588235,0.0220588235294,0.192647058824,0.255882352941,0.00294117647059,0.0102941176471,0.0147058823529,0.0441176470588,0.0102941176471
61.0,,,0.030303030303,,,0.0833333333333,0.0227272727273,,,,,,0.00757575757576,,0.00757575757576,,0.0151515151515,0.19696969697,,,0.00757575757576,,0.0454545454545,,,0.00757575757576,,,0.166666666667,,,0.121212121212,0.121212121212,0.00757575757576,0.0606060606061,0.0227272727273,0.0606060606061,0.0151515151515
62.0,,,0.01,,,0.06,0.09,0.02,,0.06,,,0.01,,0.01,,0.04,,,0.01,0.01,,,,,0.09,,,0.06,0.01,0.01,0.12,0.16,,0.12,0.01,0.06,0.04
63.0,,,,,,0.05,0.0166666666667,,,0.0333333333333,,,,,,,0.0333333333333,0.0666666666667,,0.0166666666667,,,,,,,0.0166666666667,,0.116666666667,0.0166666666667,0.0166666666667,0.166666666667,0.283333333333,,0.0333333333333,0.0333333333333,0.0833333333333,0.0166666666667
64.0,,,0.0149253731343,,,,0.089552238806,,,,,,,,0.0149253731343,,,0.34328358209,,,,,0.0149253731343,,0.0149253731343,0.0149253731343,,,0.044776119403,0.0149253731343,0.0149253731343,0.0746268656716,0.089552238806,,0.10447761194,,0.0746268656716,0.0746268656716
65.0,0.0054347826087,,,,,0.070652173913,0.0108695652174,,,0.0869565217391,,,,,,,0.0054347826087,0.0326086956522,,0.0054347826087,,0.0108695652174,,,0.271739130435,0.0054347826087,,,0.0054347826087,0.0434782608696,0.0163043478261,0.0652173913043,0.20652173913,0.0217391304348,0.0489130434783,0.0054347826087,0.054347826087,0.0271739130435
66.0,,,0.0140845070423,,0.0140845070423,,0.0422535211268,,,,,,,,,,,0.0985915492958,,,,,0.0140845070423,0.0140845070423,0.267605633803,,,,,0.0422535211268,0.0281690140845,0.0140845070423,0.0845070422535,0.0422535211268,0.154929577465,0.0140845070423,0.154929577465,
67.0,,,,,,,0.2,,,0.2,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.2,,,0.2
68.0,,,,,,,0.166666666667,,,,,,,0.333333333333,,,0.166666666667,,,,,,,,,,,,,,,,0.166666666667,,,,0.166666666667,
70.0,,,,,,,0.027027027027,,,0.536036036036,0.0225225225225,,,0.0135135135135,,,0.0135135135135,0.0135135135135,0.0045045045045,,,0.0045045045045,,,0.0315315315315,,,,0.0045045045045,,0.00900900900901,,0.027027027027,0.018018018018,0.207207207207,0.00900900900901,0.0495495495495,0.00900900900901
71.0,,,,0.04,,,,,,,0.04,,,,,,0.12,0.04,,,,,0.12,,0.2,,,0.04,,,,0.04,0.16,,0.08,,0.04,0.08
72.0,,,0.0404624277457,,0.00578034682081,0.0635838150289,0.0115606936416,,,0.0115606936416,0.00578034682081,,,,,,0.0231213872832,0.0115606936416,,,0.00578034682081,0.00578034682081,,,0.00578034682081,0.00578034682081,,0.0635838150289,0.00578034682081,0.0231213872832,0.0578034682081,0.329479768786,0.242774566474,,0.0173410404624,0.028901734104,0.0231213872832,0.0115606936416
73.0,,,0.0392156862745,0.0392156862745,,0.0196078431373,0.078431372549,0.0196078431373,,0.0588235294118,,,,,,,0.0392156862745,0.0196078431373,0.0196078431373,0.0196078431373,,,,,0.156862745098,,,,,0.0196078431373,0.0196078431373,0.0980392156863,0.156862745098,,0.137254901961,0.0392156862745,0.0196078431373,
74.0,,,0.00869565217391,0.00434782608696,0.0347826086957,0.0608695652174,,,,0.0130434782609,,,,0.0130434782609,,,,0.0130434782609,0.00434782608696,0.00869565217391,0.00434782608696,0.00434782608696,0.00869565217391,0.00434782608696,0.0130434782609,,0.00434782608696,0.0173913043478,0.0260869565217,0.0869565217391,0.0347826086957,0.265217391304,0.304347826087,0.00434782608696,0.0260869565217,0.0173913043478,0.0173913043478,
75.0,,,0.00793650793651,0.015873015873,0.031746031746,0.0238095238095,0.015873015873,,,0.015873015873,,,,,0.00793650793651,,,0.00793650793651,,,0.015873015873,,0.00793650793651,,0.00793650793651,0.00793650793651,0.00793650793651,0.031746031746,0.00793650793651,0.0555555555556,0.0238095238095,0.269841269841,0.333333333333,0.015873015873,0.0238095238095,0.00793650793651,0.0396825396825,0.015873015873
76.0,,,,,,0.0526315789474,,0.0526315789474,,0.157894736842,,,,,,,,,0.0526315789474,,,,,,,,,0.0526315789474,0.0526315789474,,0.105263157895,0.263157894737,0.105263157895,,,,,0.105263157895
77.0,,,0.017094017094,,0.017094017094,0.0854700854701,,,,0.034188034188,,,,,,,0.017094017094,0.00854700854701,0.017094017094,,,,0.00854700854701,,0.017094017094,0.025641025641,,,0.034188034188,0.034188034188,0.042735042735,0.247863247863,0.324786324786,,0.017094017094,0.00854700854701,0.025641025641,0.017094017094
78.0,,,0.0134770889488,,0.0161725067385,0.0404312668464,0.00539083557951,,,0.0592991913747,0.00269541778976,,,0.00808625336927,0.00269541778976,,0.00269541778976,0.0161725067385,0.010781671159,0.00539083557951,,,,,0.0134770889488,0.0269541778976,0.0161725067385,0.0512129380054,0.0161725067385,0.0215633423181,0.0350404312668,0.247978436658,0.326145552561,0.00269541778976,0.0215633423181,0.0134770889488,0.0161725067385,0.00808625336927
